type,price,time,formation_time,validation_time,idx,validation_idx,strength,touches,validated,bayesian_probability,kde_density,composite_score,mtf_confluence,aligned_timeframes,num_timeframes
demand,1.16507,2025-08-29 12:00:00,2025-08-29 12:00:00,2025-09-03 16:00:00,2350,2370,0.006351549692293229,8,True,0.99,0.9999856682161756,0.7469520158646528,0.75,"[15, 16385, 16388]",3
demand,1.16277,2025-12-05 16:00:00,2025-12-05 16:00:00,2025-12-10 20:00:00,2785,2805,0.006312512362719971,16,True,0.99,0.9999913390300296,0.7469464438059095,0.75,"[15, 16385, 16388]",3
demand,1.15765,2025-10-22 12:00:00,2025-10-22 12:00:00,2025-10-27 16:00:00,2586,2606,0.0061071999308944065,4,True,0.99,0.9999987073469324,0.7469160153569808,0.75,"[15, 16385, 16388]",3
supply,1.16751,2025-08-11 00:00:00,2025-08-11 00:00:00,2025-08-14 08:00:00,2261,2281,0.006047057412784529,13,True,0.99,0.9999785769003892,0.7469059874569373,0.75,"[15, 16385, 16388]",3
supply,1.16612,2026-01-14 16:00:00,2026-01-14 16:00:00,2026-01-19 20:00:00,2949,2969,0.005814152917367001,2,True,0.99,0.9999828030182296,0.7468712630885166,0.75,"[15, 16385, 16388]",3
supply,1.17887,2025-12-29 08:00:00,2025-12-29 08:00:00,2026-01-02 12:00:00,2878,2898,0.005700374087049513,4,True,0.99,0.9999253222283759,0.7468513222244763,0.75,"[15, 16385, 16388]",3
demand,1.16828,2025-10-02 12:00:00,2025-10-02 12:00:00,2025-10-07 16:00:00,2499,2519,0.005392542883555288,2,True,0.99,0.9999758974664135,0.746807676305854,0.75,"[15, 16385, 16388]",3
demand,1.17172,2025-07-03 12:00:00,2025-07-03 12:00:00,2025-07-08 16:00:00,2096,2116,0.0053425733110298804,8,True,0.99,0.9999626265404185,0.7467995173236754,0.75,"[15, 16385, 16388]",3
demand,1.16515,2025-10-06 08:00:00,2025-10-06 08:00:00,2025-10-09 16:00:00,2511,2531,0.005055143114620584,9,True,0.99,0.9999856682161756,0.7467575548780019,0.75,"[15, 16385, 16388]",3
supply,1.17593,2025-09-05 16:00:00,2025-09-05 16:00:00,2025-09-10 20:00:00,2382,2402,0.005051321082037055,6,True,0.99,0.999942266812338,0.7467548115029226,0.75,"[15, 16385, 16388]",3
supply,1.17962,2025-12-26 12:00:00,2025-12-26 12:00:00,2025-12-31 16:00:00,2872,2892,0.005043997219443465,4,True,0.99,0.9999203882512322,0.7467526189954782,0.75,"[15, 16385, 16388]",3
supply,1.15966,2025-08-01 20:00:00,2025-08-01 20:00:00,2025-08-07 00:00:00,2228,2248,0.004975596295465767,8,True,0.99,0.99999654277011,0.7467461665828254,0.75,"[15, 16385, 16388]",3
demand,1.16819,2025-07-08 12:00:00,2025-07-08 12:00:00,2025-07-11 20:00:00,2115,2135,0.004759499738912342,11,True,0.99,0.9999762899057217,0.746712739456123,0.75,"[15, 16385, 16388]",3
supply,1.16541,2025-10-24 12:00:00,2025-10-24 12:00:00,2025-10-29 16:00:00,2598,2618,0.004719369149054891,13,True,0.99,0.9999847421399318,0.7467071424793549,0.75,"[15, 16385, 16388]",3
supply,1.17625,2025-12-18 12:00:00,2025-12-18 12:00:00,2025-12-23 16:00:00,2840,2860,0.004667375132837402,7,True,0.99,0.9999404227792787,0.7466971274088896,0.75,"[15, 16385, 16388]",3
supply,1.16715,2025-07-18 12:00:00,2025-07-18 12:00:00,2025-07-23 16:00:00,2164,2184,0.004258235873709394,3,True,0.99,0.9999796769139322,0.746637719226753,0.75,"[15, 16385, 16388]",3
supply,1.16716,2025-12-08 04:00:00,2025-12-08 04:00:00,2025-12-11 12:00:00,2789,2809,0.0040097330271770945,3,True,0.99,0.9999796769139322,0.7466004437997733,0.75,"[15, 16385, 16388]",3
supply,1.1652,2025-12-01 12:00:00,2025-12-01 12:00:00,2025-12-04 20:00:00,2760,2780,0.003990731204943394,21,True,0.99,0.9999853627451878,0.7465978778180009,0.75,"[15, 16385, 16388]",3
demand,1.16388,2025-08-19 00:00:00,2025-08-19 00:00:00,2025-08-22 08:00:00,2298,2318,0.003978073340894174,16,True,0.99,0.9999888158042569,0.7465961517913471,0.75,"[15, 16385, 16388]",3
supply,1.17302,2025-09-10 12:00:00,2025-09-10 12:00:00,2025-09-15 16:00:00,2400,2420,0.003972651787693208,11,True,0.99,0.9999565065037082,0.7465937230933395,0.75,"[15, 16385, 16388]",3
demand,1.16174,2025-10-27 08:00:00,2025-10-27 08:00:00,2025-10-30 16:00:00,2604,2624,0.003942362318591104,6,True,0.99,0.9999933345250952,0.7465910210740435,0.75,"[15, 16385, 16388]",3
supply,1.16129,2025-11-27 00:00:00,2025-11-27 00:00:00,2025-12-02 04:00:00,2744,2764,0.003935278870910766,14,True,0.99,0.9999941376615167,0.7465899987137126,0.75,"[15, 16385, 16388]",3
demand,1.17197,2025-12-31 08:00:00,2025-12-31 08:00:00,2026-01-06 08:00:00,2890,2910,0.0037714275962696065,10,True,0.99,0.9999616387427877,0.7465637960765799,0.75,"[15, 16385, 16388]",3
supply,1.16416,2025-06-24 12:00:00,2025-06-24 12:00:00,2025-06-27 20:00:00,2053,2073,0.0037365997800990207,3,True,0.99,0.9999879960244882,0.7465598897682393,0.75,"[15, 16385, 16388]",3
supply,1.16818,2025-09-03 12:00:00,2025-09-03 12:00:00,2025-09-08 16:00:00,2369,2389,0.003381328219966204,4,True,0.99,0.9999762899057217,0.7465060137282811,0.75,"[15, 16385, 16388]",3
demand,1.16621,2025-07-10 12:00:00,2025-07-10 12:00:00,2025-07-15 16:00:00,2127,2147,0.0033613157150083808,14,True,0.99,0.9999824685575295,0.7465033207851278,0.75,"[15, 16385, 16388]",3
supply,1.16221,2025-10-22 16:00:00,2025-10-22 16:00:00,2025-10-27 20:00:00,2587,2607,0.003037316836027941,12,True,0.99,0.9999922581283067,0.7464552104318196,0.75,"[15, 16385, 16388]",3
supply,1.17474,2025-09-12 04:00:00,2025-09-12 04:00:00,2025-09-17 08:00:00,2410,2430,0.0028687198869536013,10,True,0.99,0.9999482042444542,0.7464277181952659,0.75,"[15, 16385, 16388]",3
supply,1.17165,2025-07-21 12:00:00,2025-07-21 12:00:00,2025-07-24 20:00:00,2171,2191,0.002620236418725838,3,True,0.99,0.9999626265404185,0.7463911667898299,0.75,"[15, 16385, 16388]",3
demand,1.16341,2026-01-13 16:00:00,2026-01-13 16:00:00,2026-01-18 20:00:00,2943,2963,0.002157450941628499,16,True,0.99,0.999989863748199,0.7463231108286543,0.75,"[15, 16385, 16388]",3
demand,1.17278,2025-09-24 12:00:00,2025-09-24 12:00:00,2025-09-29 16:00:00,2462,2482,0.002080526611981785,24,True,0.99,0.9999575587181777,0.7463099569277062,0.75,"[15, 16385, 16388]",3
demand,1.15421,2025-10-14 04:00:00,2025-10-14 04:00:00,2025-10-17 12:00:00,2547,2567,0.014642049540378387,3,True,0.99,0.9999999956954522,0.6481963072158294,0.5,"[16385, 16388]",2
demand,1.14907,2025-11-21 16:00:00,2025-11-21 16:00:00,2025-11-26 20:00:00,2723,2743,0.009651283211640757,2,True,0.99,0.9999964923962298,0.6474475171015577,0.5,"[16385, 16388]",2
demand,1.15008,2025-11-20 12:00:00,2025-11-20 12:00:00,2025-11-25 16:00:00,2716,2736,0.007182109070673287,11,True,0.99,0.9999977148933772,0.6470772021052699,0.5,"[16385, 16388]",2
demand,1.15466,2025-11-26 12:00:00,2025-11-26 12:00:00,2025-12-01 16:00:00,2741,2761,0.00707567595655865,2,True,0.99,0.9999999914196164,0.6470613509644647,0.5,"[16385, 16388]",2
supply,1.15435,2025-06-20 16:00:00,2025-06-20 16:00:00,2025-06-25 20:00:00,2041,2061,0.0061679733183176814,2,True,0.99,0.9999999994583394,0.6469251959706647,0.5,"[16385, 16388]",2
supply,1.15522,2025-11-21 08:00:00,2025-11-21 08:00:00,2025-11-26 12:00:00,2721,2741,0.004284898114644838,3,True,0.99,0.9999999135970963,0.6466427303970516,0.5,"[16385, 16388]",2
supply,1.155,2025-11-24 12:00:00,2025-11-24 12:00:00,2025-11-27 20:00:00,2729,2749,0.002805194805194919,2,True,0.99,0.9999999543898036,0.6464207769402694,0.5,"[16385, 16388]",2
demand,1.15468,2025-10-30 12:00:00,2025-10-30 12:00:00,2025-11-04 16:00:00,2623,2643,0.0021304603872935608,17,True,0.99,0.9999999914196164,0.6463195686290749,0.5,"[16385, 16388]",2
supply,1.14947,2025-06-05 12:00:00,2025-06-05 12:00:00,2025-06-10 16:00:00,1972,1992,0.008960651430659326,3,True,0.99,0.9999969288861154,0.4473439441589047,0.0,[16388],1
demand,1.14531,2025-06-23 08:00:00,2025-06-23 08:00:00,2025-06-26 16:00:00,2046,2066,0.02298940898097455,2,True,0.1,0.9999910204966717,0.2934479623719798,0.5,"[16385, 16388]",2
demand,1.14459,2025-06-19 04:00:00,2025-06-19 04:00:00,2025-06-24 08:00:00,2032,2052,0.014162276448335263,6,True,0.1,0.9999910204966717,0.2921238924920839,0.5,"[16385, 16388]",2
demand,1.08879,2025-04-08 12:00:00,2025-04-08 12:00:00,2025-04-11 20:00:00,1712,1732,0.04374580956842005,2,True,0.1,0.9999910204966717,0.09656142246009661,0.0,[16388],1
demand,1.03594,2025-02-28 16:00:00,2025-02-28 16:00:00,2025-03-05 20:00:00,1545,1565,0.04191362434117807,2,True,0.1,0.9999910204966717,0.0962865946760103,0.0,[16388],1
demand,1.0778,2025-04-01 08:00:00,2025-04-01 08:00:00,2025-04-04 16:00:00,1680,1700,0.02925403599925759,7,True,0.1,0.9999910204966717,0.09438765642472223,0.0,[16388],1
demand,1.02104,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-06 08:00:00,1424,1444,0.020694585912403134,3,True,0.1,0.9999910204966717,0.09310373891169406,0.0,[16388],1
supply,1.04335,2025-01-31 16:00:00,2025-01-31 16:00:00,2025-02-05 20:00:00,1421,1441,0.020347917764892014,4,True,0.1,0.9999910204966717,0.0930517386895674,0.0,[16388],1
demand,1.13351,2025-04-17 12:00:00,2025-04-17 12:00:00,2025-04-22 16:00:00,1755,1775,0.019391094917556872,12,True,0.1,0.9999910204966717,0.09290821526246712,0.0,[16388],1
demand,1.02235,2025-01-02 16:00:00,2025-01-02 16:00:00,2025-01-07 20:00:00,1291,1311,0.01934758155230587,2,True,0.1,0.9999910204966717,0.09290168825767947,0.0,[16388],1
supply,1.09143,2024-11-04 12:00:00,2024-11-04 12:00:00,2024-11-07 20:00:00,1034,1054,0.01891097001181935,2,True,0.1,0.9999910204966717,0.09283619652660649,0.0,[16388],1
supply,1.09052,2024-11-01 12:00:00,2024-11-01 12:00:00,2024-11-06 16:00:00,1027,1047,0.018092286248762083,8,True,0.1,0.9999910204966717,0.0927133939621479,0.0,[16388],1
supply,1.12926,2025-05-09 12:00:00,2025-05-09 12:00:00,2025-05-14 16:00:00,1854,1874,0.01778155606326256,4,True,0.1,0.9999910204966717,0.09266678443432297,0.0,[16388],1
supply,1.12086,2024-09-30 08:00:00,2024-09-30 08:00:00,2024-10-03 16:00:00,878,898,0.0173259818353764,2,True,0.1,0.9999910204966717,0.09259844830014005,0.0,[16388],1
demand,1.02649,2025-01-17 12:00:00,2025-01-17 12:00:00,2025-01-22 16:00:00,1358,1378,0.01731142047170461,4,True,0.1,0.9999910204966717,0.09259626409558928,0.0,[16388],1
demand,1.07767,2024-08-01 08:00:00,2024-08-01 08:00:00,2024-08-06 12:00:00,617,637,0.017213061512336862,6,True,0.1,0.9999910204966717,0.09258151025168412,0.0,[16388],1
demand,1.02918,2025-02-11 00:00:00,2025-02-11 00:00:00,2025-02-14 08:00:00,1461,1481,0.017042694183719186,3,True,0.1,0.9999910204966717,0.09255595515239147,0.0,[16388],1
supply,1.14186,2025-05-26 00:00:00,2025-05-26 00:00:00,2025-05-29 08:00:00,1920,1940,0.016543183927977222,4,True,0.1,0.9999910204966717,0.09248102861403018,0.0,[16388],1
supply,1.0443500000000001,2024-12-27 12:00:00,2024-12-27 12:00:00,2025-01-02 12:00:00,1270,1290,0.016249341695791786,5,True,0.1,0.9999910204966717,0.09243695227920236,0.0,[16388],1
supply,1.09016,2024-06-07 08:00:00,2024-06-07 08:00:00,2024-06-12 12:00:00,375,395,0.01589674910104945,2,True,0.1,0.9999910204966717,0.092384063389991,0.0,[16388],1
demand,1.02576,2025-01-15 16:00:00,2025-01-15 16:00:00,2025-01-20 20:00:00,1347,1367,0.01589065668382466,4,True,0.1,0.9999910204966717,0.09238314952740728,0.0,[16388],1
supply,1.10948,2025-04-09 12:00:00,2025-04-09 12:00:00,2025-04-14 16:00:00,1718,1738,0.014493276129357982,2,True,0.1,0.9999910204966717,0.09217354244423728,0.0,[16388],1
supply,1.04364,2025-01-06 12:00:00,2025-01-06 12:00:00,2025-01-09 20:00:00,1303,1323,0.013960752749990393,2,True,0.1,0.9999910204966717,0.09209366393733215,0.0,[16388],1
supply,1.05237,2024-12-13 12:00:00,2024-12-13 12:00:00,2024-12-18 16:00:00,1213,1233,0.013920959358400611,8,True,0.1,0.9999910204966717,0.09208769492859369,0.0,[16388],1
supply,1.13806,2025-05-06 16:00:00,2025-05-06 16:00:00,2025-05-11 20:00:00,1837,1857,0.013918422578774473,5,True,0.1,0.9999910204966717,0.09208731441164976,0.0,[16388],1
demand,1.03715,2025-01-23 16:00:00,2025-01-23 16:00:00,2025-01-28 20:00:00,1384,1404,0.013903485513185052,5,True,0.1,0.9999910204966717,0.09208507385181135,0.0,[16388],1
supply,1.12025,2024-09-27 12:00:00,2024-09-27 12:00:00,2024-10-02 16:00:00,872,892,0.013764784646284303,3,True,0.1,0.9999910204966717,0.09206426872177623,0.0,[16388],1
supply,1.06068,2024-11-18 16:00:00,2024-11-18 16:00:00,2024-11-22 00:00:00,1097,1117,0.013038805294716604,7,True,0.1,0.9999910204966717,0.09195537181904108,0.0,[16388],1
supply,1.0442,2025-02-05 12:00:00,2025-02-05 12:00:00,2025-02-10 16:00:00,1439,1459,0.012976441294771069,4,True,0.1,0.9999910204966717,0.09194601721904924,0.0,[16388],1
supply,1.14247,2025-04-28 16:00:00,2025-04-28 16:00:00,2025-05-02 00:00:00,1800,1820,0.012788081962764895,5,True,0.1,0.9999910204966717,0.09191776331924832,0.0,[16388],1
supply,1.13646,2025-05-05 12:00:00,2025-05-05 12:00:00,2025-05-08 20:00:00,1830,1850,0.012239762068176696,5,True,0.1,0.9999910204966717,0.0918355153350601,0.0,[16388],1
demand,1.046,2024-12-02 16:00:00,2024-12-02 16:00:00,2024-12-06 00:00:00,1159,1179,0.01210325047801137,2,True,0.1,0.9999910204966717,0.0918150385965353,0.0,[16388],1
supply,1.0596700000000001,2024-11-29 04:00:00,2024-11-29 04:00:00,2024-12-04 08:00:00,1149,1169,0.01206979531363545,7,True,0.1,0.9999910204966717,0.0918100203218789,0.0,[16388],1
demand,1.0682,2024-11-06 12:00:00,2024-11-06 12:00:00,2024-11-11 16:00:00,1046,1066,0.012020220932409625,3,True,0.1,0.9999910204966717,0.09180258416469503,0.0,[16388],1
demand,1.08222,2025-03-13 12:00:00,2025-03-13 12:00:00,2025-03-18 16:00:00,1600,1620,0.01142096801020139,11,True,0.1,0.9999910204966717,0.0917126962263638,0.0,[16388],1
demand,1.04005,2025-02-19 16:00:00,2025-02-19 16:00:00,2025-02-24 20:00:00,1502,1522,0.011384068073650376,8,True,0.1,0.9999910204966717,0.09170716123588116,0.0,[16388],1
