time,open,high,low,close,tick_volume,spread,real_volume,is_near_supply,is_near_demand,distance_to_nearest_supply,distance_to_nearest_demand
2025-12-12 00:00:00,1.1740599999999999,1.17439,1.1740599999999999,1.17435,338,8,0,1,1,8.515348916420913e-05,0.0004853748882360109
2025-12-12 00:15:00,1.17434,1.17442,1.17422,1.1743000000000001,280,8,0,1,1,4.257855743856383e-05,0.0005279741122369435
2025-12-12 00:30:00,1.17429,1.17439,1.17411,1.17428,296,8,0,1,1,2.5547569574526084e-05,0.0005450148175903311
2025-12-12 00:45:00,1.17429,1.17441,1.17386,1.17402,427,8,0,1,1,0.0001703548491507623,0.000741043593806024
2025-12-12 01:00:00,1.17402,1.17414,1.17376,1.1740599999999999,397,8,0,1,1,0.00013627923615501766,0.000732500894332558
2025-12-12 01:15:00,1.1740599999999999,1.17459,1.1740599999999999,1.17453,326,8,0,1,1,2.5542131746293827e-05,0.0003320477127020088
2025-12-12 01:30:00,1.17453,1.17454,1.17363,1.17366,348,8,0,1,1,6.816284102728219e-05,0.00043453811154849824
2025-12-12 01:45:00,1.17364,1.17377,1.17322,1.17346,359,8,0,1,1,0.00023861060453705962,0.0002641760264517176
2025-12-12 02:00:00,1.17346,1.17364,1.1731,1.17361,425,8,0,1,1,0.00011076933563957658,0.000391953033801797
2025-12-12 02:15:00,1.17361,1.17362,1.17328,1.1733,297,8,0,1,1,0.0003750106537117497,0.0001278445410381782
2025-12-12 02:30:00,1.1733,1.17374,1.17325,1.17363,260,8,0,1,1,9.372630215660345e-05,0.00040898750031955215
2025-12-12 02:45:00,1.17363,1.17363,1.1734499999999999,1.17357,235,8,0,1,1,0.00014485714529171968,0.00035788235895608015
2025-12-12 03:00:00,1.17357,1.17358,1.17329,1.17343,210,8,0,1,1,0.000264182780395961,0.00023861670487379562
2025-12-12 03:15:00,1.17343,1.17372,1.1734,1.17358,186,8,0,1,1,0.00013633497503360483,0.00036640024540308497
2025-12-12 03:30:00,1.17359,1.17367,1.1734499999999999,1.1735,159,8,0,1,1,0.00020451640391991305,0.00029825308904991263
2025-12-12 03:45:00,1.1735,1.17367,1.17338,1.17339,169,8,0,1,1,0.00029828104892667615,0.0002045355764068366
2025-12-12 04:00:00,1.17339,1.17343,1.17315,1.17316,172,8,0,1,1,0.0004943912168843337,8.52398649806123e-06
