ticket,type,comment,entry_time,exit_time,entry_price,exit_price,pnl,reason
2,SELL,STACK,2026-01-20 23:08:00,2026-01-21 00:42:00,4760.536,4785.803,-25.266999999999825,STACK_SL
3,SELL,STACK,2026-01-21 00:42:00,2026-01-21 01:19:00,4785.503000000001,4813.161999999999,-27.65899999999874,STACK_SL
1,SELL,CORE,2026-01-20 23:08:00,2026-01-21 04:38:00,4760.536,4860.843,-100.30699999999979,CORE_KILL
4,BUY,CORE,2026-01-21 04:38:00,2026-01-21 19:51:00,4860.843,4760.194,-100.64899999999943,CORE_KILL
5,SELL,CORE,2026-01-21 19:51:00,2026-01-22 15:34:00,4760.194,4863.628,-103.43399999999929,CORE_KILL
6,BUY,CORE,2026-01-22 15:34:00,2026-01-27 21:57:00,4863.628,5180.365000000001,316.737000000001,END_OF_BACKTEST
